Internal drug ID,Drug type,Phase,Gene,DOE,Mechanism,Supporting sources
3942,Antibody drug conjugate,2.0,TUBB3,Negative modulator,Inhibitor,['CHEMBL']
3942,Antibody drug conjugate,2.0,TUBB4A,Negative modulator,Inhibitor,['CHEMBL']
3942,Antibody drug conjugate,2.0,TUBB4B,Negative modulator,Inhibitor,['CHEMBL']
3942,Antibody drug conjugate,2.0,TUBB6,Negative modulator,Inhibitor,['CHEMBL']
3942,Antibody drug conjugate,2.0,TUBB8,Negative modulator,Inhibitor,['CHEMBL']
3943,Small molecule,4.0,PDE3A,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank' 'GTP']
3943,Small molecule,4.0,PDE3B,Negative modulator,Inhibitor,['CHEMBL']
3944,Antibody,3.0,LGR4,Negative modulator,Inhibitor,['CHEMBL']
3944,Antibody,3.0,RSPO3,Negative modulator,Inhibitor,['CHEMBL']
3945,Antibody,3.0,ROR1,Negative modulator,Inhibitor,['CHEMBL']
3946,Small molecule,4.0,EGFR,Negative modulator,Inhibitor,['CHEMBL']
3947,Unknown,2.0,IL21,Other,Binding agent,['CHEMBL']
3948,Unknown,2.0,IL15RA,Positive modulator,Agonist,['CHEMBL']
3948,Unknown,2.0,IL2RB,Positive modulator,Agonist,['CHEMBL']
3948,Unknown,2.0,IL2RG,Positive modulator,Agonist,['CHEMBL']
3949,Unknown,-1.0,PTGS1,Negative modulator,Inhibitor,['CHEMBL']
3949,Unknown,-1.0,PTGS2,Negative modulator,Inhibitor,['CHEMBL']
3950,Small molecule,3.0,MET,Positive modulator,Agonist,['CHEMBL']
3951,Small molecule,3.0,CHRNA4,Positive modulator,Partial agonist,['CHEMBL']
3951,Small molecule,3.0,CHRNB2,Positive modulator,Partial agonist,['CHEMBL']
3952,Small molecule,4.0,OPRM1,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
3953,Antibody,3.0,IL1RAP,Negative modulator,Antagonist,['CHEMBL']
3953,Antibody,3.0,IL1RL2,Negative modulator,Antagonist,['CHEMBL']
3954,Unknown,2.0,CREBBP,Negative modulator,Inhibitor,['CHEMBL']
3954,Unknown,2.0,CTNNB1,Negative modulator,Inhibitor,['CHEMBL']
3955,Small molecule,2.0,TOP1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
3956,Protein,2.0,GLP1R,Positive modulator,Agonist,['CHEMBL']
3957,Unknown,2.0,DRD2,Positive modulator,Agonist,['CHEMBL']
3957,Unknown,2.0,SSTR2,Positive modulator,Agonist,['CHEMBL']
3957,Unknown,2.0,SSTR5,Positive modulator,Agonist,['CHEMBL']
3958,Small molecule,4.0,HRH1,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
3959,Antibody,3.0,EGFR,Negative modulator,Antagonist,['CHEMBL']
3960,Small molecule,4.0,FOLH1,Other,Binding agent,['CHEMBL']
3961,Oligosaccharide,3.0,SERPINC1,Positive modulator,Activator,['CHEMBL']
3962,Small molecule,2.0,DHODH,Negative modulator,Inhibitor,['CHEMBL']
3963,Protein,4.0,INSR,Positive modulator,Agonist,['CHEMBL']
3964,Protein,4.0,INSR,Positive modulator,Agonist,['CHEMBL']
3965,Antibody,3.0,F11,Negative modulator,Inhibitor,['CHEMBL']
3966,Small molecule,2.0,MMP12,Negative modulator,Inhibitor,['CHEMBL']
3966,Small molecule,2.0,MMP13,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
3966,Small molecule,2.0,MMP14,Negative modulator,Inhibitor,['CHEMBL']
3966,Small molecule,2.0,MMP2,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
3966,Small molecule,2.0,MMP3,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
3966,Small molecule,2.0,MMP8,Negative modulator,Inhibitor,['CHEMBL']
3966,Small molecule,2.0,MMP9,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
3967,Small molecule,2.0,AR,Negative modulator,Antagonist,['CHEMBL']
3967,Small molecule,2.0,CYP17A1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
3968,Small molecule,2.0,CFTR,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
3969,Small molecule,2.0,ABCB1,Negative modulator,Inhibitor,['CHEMBL']
3969,Small molecule,2.0,ABCC1,Negative modulator,Inhibitor,['CHEMBL']
3970,Small molecule,2.0,PNP,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
3971,Small molecule,2.0,MAP3K8,Negative modulator,Inhibitor,['CHEMBL']
3972,Small molecule,2.0,SCN8A,Negative modulator,Inhibitor,['CHEMBL']
3973,Small molecule,2.0,BTK,Negative modulator,Inhibitor,['CHEMBL']
3974,Protein,2.0,SLC10A1,Negative modulator,Inhibitor,['CHEMBL']
3975,Small molecule,2.0,TLR7,Positive modulator,Agonist,['CHEMBL']
3975,Small molecule,2.0,TLR8,Positive modulator,Agonist,['CHEMBL']
3976,Unknown,2.0,TLR7,Negative modulator,Antagonist,['CHEMBL']
3976,Unknown,2.0,TLR8,Negative modulator,Antagonist,['CHEMBL']
3976,Unknown,2.0,TLR9,Negative modulator,Antagonist,['CHEMBL']
3977,Small molecule,2.0,PDE4A,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
3977,Small molecule,2.0,PDE4B,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
3977,Small molecule,2.0,PDE4C,Negative modulator,Inhibitor,['CHEMBL']
3977,Small molecule,2.0,PDE4D,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
3978,Small molecule,3.0,ITGA2B,Negative modulator,Inhibitor,['CHEMBL']
3978,Small molecule,3.0,ITGB3,Negative modulator,Inhibitor,['CHEMBL']
3979,Small molecule,3.0,PRKAA1,Positive modulator,Activator,['CHEMBL']
3979,Small molecule,3.0,PRKAA2,Positive modulator,Activator,['CHEMBL']
3979,Small molecule,3.0,PRKAB1,Positive modulator,Activator,['CHEMBL']
3979,Small molecule,3.0,PRKAB2,Positive modulator,Activator,['CHEMBL']
3979,Small molecule,3.0,PRKAG1,Positive modulator,Activator,['CHEMBL']
3979,Small molecule,3.0,PRKAG2,Positive modulator,Activator,['CHEMBL']
3979,Small molecule,3.0,PRKAG3,Positive modulator,Activator,['CHEMBL']
3980,Small molecule,2.0,HTR3A,Positive modulator,Partial agonist,['CHEMBL']
3980,Small molecule,2.0,HTR3B,Positive modulator,Partial agonist,['CHEMBL']
3980,Small molecule,2.0,HTR3C,Positive modulator,Partial agonist,['CHEMBL']
3980,Small molecule,2.0,HTR3D,Positive modulator,Partial agonist,['CHEMBL']
3980,Small molecule,2.0,HTR3E,Positive modulator,Partial agonist,['CHEMBL']
3981,Small molecule,4.0,ABCC8,Negative modulator,Blocker,['CHEMBL']
3981,Small molecule,4.0,KCNJ11,Negative modulator,Blocker,['CHEMBL']
3982,Unknown,2.0,CD3E,Other,Binding agent,['CHEMBL']
3982,Unknown,2.0,EEF2,Negative modulator,Inhibitor,['CHEMBL']
3983,Small molecule,4.0,CYP11A1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
3983,Small molecule,4.0,CYP11B1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
3983,Small molecule,4.0,CYP11B2,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
3983,Small molecule,4.0,CYP17A1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
3984,Protein,2.0,FGF1,Positive modulator,Activator,['CHEMBL']
3984,Protein,2.0,FGFR4,Positive modulator,Activator,['CHEMBL']
3984,Protein,2.0,KLB,Positive modulator,Activator,['CHEMBL']
3985,Protein,2.0,IL18R1,Positive modulator,Agonist,['CHEMBL']
3985,Protein,2.0,IL18RAP,Positive modulator,Agonist,['CHEMBL']
3986,Antibody,3.0,IL1RAP,Negative modulator,Inhibitor,['CHEMBL']
3986,Antibody,3.0,IL1RL1,Negative modulator,Inhibitor,['CHEMBL']
3987,Antibody,3.0,IL17A,Negative modulator,Inhibitor,['CHEMBL']
3988,Antibody,2.0,ANGPT2,Negative modulator,Inhibitor,['CHEMBL']
3989,Antibody,3.0,CD274,Negative modulator,Inhibitor,['CHEMBL']
3990,Unknown,3.0,CD274,Negative modulator,Inhibitor,['CHEMBL']
3991,Antibody,3.0,PDCD1,Negative modulator,Inhibitor,['CHEMBL']
3992,Antibody,2.0,HAVCR2,Negative modulator,Inhibitor,['CHEMBL']
3992,Antibody,2.0,PDCD1,Negative modulator,Inhibitor,['CHEMBL']
3993,Small molecule,2.0,MLST8,Positive modulator,Activator,['CHEMBL']
3993,Small molecule,2.0,MTOR,Positive modulator,Activator,['CHEMBL']
3993,Small molecule,2.0,RPTOR,Positive modulator,Activator,['CHEMBL']
3994,Small molecule,3.0,TNNC2,Positive modulator,Activator,['CHEMBL']
3994,Small molecule,3.0,TNNI2,Positive modulator,Activator,['CHEMBL']
3994,Small molecule,3.0,TNNT3,Positive modulator,Activator,['CHEMBL']
3995,Protein,2.0,CTAG1A,Other,Other specified,['CHEMBL']
3995,Protein,2.0,CTAG1B,Other,Other specified,['CHEMBL']
3995,Protein,2.0,LY75,Other,Binding agent,['CHEMBL']
3997,Unknown,3.0,ERBB2,Negative modulator,Inhibitor,['CHEMBL']
3998,Small molecule,2.0,DRD3,Negative modulator,Antagonist,['CHEMBL']
3999,Small molecule,2.0,DRD2,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
3999,Small molecule,2.0,DRD3,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
4000,Protein,2.0,EDNRA,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
4001,Small molecule,4.0,OPRD1,Positive modulator,Agonist,['CHEMBL' 'GTP']
4002,Protein,2.0,INSR,Positive modulator,Agonist,['CHEMBL']
4003,Protein,4.0,INSR,Positive modulator,Agonist,['CHEMBL']
4004,Protein,4.0,INSR,Positive modulator,Agonist,['CHEMBL']
4005,Protein,4.0,CSF3R,Positive modulator,Agonist,['CHEMBL']
4006,Unknown,4.0,F9,Other,Gene or protein replacement,['CHEMBL']
4007,Protein,4.0,F9,Other,Gene or protein replacement,['CHEMBL']
4008,Small molecule,2.0,CTSK,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4009,Small molecule,2.0,PDE9A,Negative modulator,Inhibitor,['CHEMBL']
4010,Small molecule,3.0,PTGER3,Positive modulator,Agonist,['CHEMBL']
4010,Small molecule,3.0,PTGFR,Positive modulator,Agonist,['CHEMBL']
4011,Small molecule,2.0,GART,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4012,Small molecule,2.0,ADAM17,Negative modulator,Inhibitor,['CHEMBL']
4012,Small molecule,2.0,MMP13,Negative modulator,Inhibitor,['CHEMBL']
4013,Small molecule,4.0,NFE2L2,Positive modulator,Activator,['CHEMBL' 'DrugBank']
4014,Antibody,2.0,CD40,Positive modulator,Agonist,['CHEMBL']
4015,Small molecule,2.0,MDM2,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4015,Small molecule,2.0,TP53,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4016,Small molecule,2.0,HDAC1,Negative modulator,Inhibitor,['CHEMBL']
4016,Small molecule,2.0,HDAC10,Negative modulator,Inhibitor,['CHEMBL']
4016,Small molecule,2.0,HDAC11,Negative modulator,Inhibitor,['CHEMBL']
4016,Small molecule,2.0,HDAC2,Negative modulator,Inhibitor,['CHEMBL']
4016,Small molecule,2.0,HDAC3,Negative modulator,Inhibitor,['CHEMBL']
4016,Small molecule,2.0,HDAC4,Negative modulator,Inhibitor,['CHEMBL']
4016,Small molecule,2.0,HDAC5,Negative modulator,Inhibitor,['CHEMBL']
4016,Small molecule,2.0,HDAC6,Negative modulator,Inhibitor,['CHEMBL']
4016,Small molecule,2.0,HDAC7,Negative modulator,Inhibitor,['CHEMBL']
4016,Small molecule,2.0,HDAC8,Negative modulator,Inhibitor,['CHEMBL']
4016,Small molecule,2.0,HDAC9,Negative modulator,Inhibitor,['CHEMBL']
4017,Small molecule,4.0,APH1A,Negative modulator,Inhibitor,['CHEMBL']
4017,Small molecule,4.0,APH1B,Negative modulator,Inhibitor,['CHEMBL']
4017,Small molecule,4.0,NCSTN,Negative modulator,Inhibitor,['CHEMBL']
4017,Small molecule,4.0,PSEN1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4017,Small molecule,4.0,PSEN2,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4017,Small molecule,4.0,PSENEN,Negative modulator,Inhibitor,['CHEMBL']
4018,Small molecule,2.0,PRMT5,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4019,Small molecule,3.0,TACR1,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
4019,Small molecule,3.0,TACR3,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
4020,Small molecule,2.0,ADORA1,Other,Modulator,['CHEMBL']
4021,Oligonucleotide,2.0,CXCL12,Negative modulator,Inhibitor,['CHEMBL']
4022,Antibody,3.0,CD274,Negative modulator,Inhibitor,['CHEMBL']
4023,Unknown,3.0,PDCD1,Negative modulator,Inhibitor,['CHEMBL']
4024,Antibody,2.0,PDCD1,Negative modulator,Inhibitor,['CHEMBL']
4026,Protein,2.0,IL2RB,Positive modulator,Agonist,['CHEMBL']
4026,Protein,2.0,IL2RG,Positive modulator,Agonist,['CHEMBL']
4027,Unknown,2.0,EFNB2,Negative modulator,Inhibitor,['CHEMBL']
4028,Antibody,2.0,RGMA,Negative modulator,Inhibitor,['CHEMBL']
4029,Protein,2.0,APP,Other,Other specified,['CHEMBL']
4030,Small molecule,4.0,EGFR,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4031,Unknown,3.0,MPL,Positive modulator,Agonist,['CHEMBL']
4032,Small molecule,4.0,OPRD1,Positive modulator,Agonist,['CHEMBL' 'GTP']
4033,Small molecule,3.0,VKORC1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4034,Small molecule,3.0,HTR1A,Positive modulator,Agonist,['CHEMBL']
4034,Small molecule,3.0,TAAR1,Positive modulator,Agonist,['CHEMBL']
4035,Small molecule,4.0,MME,Negative modulator,Inhibitor,['CHEMBL']
4036,Small molecule,3.0,HTR2A,Positive modulator,Agonist,['CHEMBL']
4037,Small molecule,2.0,NR3C1,Other,Modulator,['CHEMBL']
4038,Unknown,4.0,F8,Other,Gene or protein replacement,['CHEMBL']
4039,Small molecule,2.0,SOAT1,Negative modulator,Inhibitor,['CHEMBL']
4039,Small molecule,2.0,SOAT2,Negative modulator,Inhibitor,['CHEMBL']
4040,Small molecule,3.0,F11,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4041,Small molecule,3.0,HTR6,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
4042,Protein,2.0,NPY2R,Positive modulator,Agonist,['CHEMBL']
4043,Small molecule,3.0,CFTR,Positive modulator,Positive modulator,['CHEMBL']
4044,Small molecule,2.0,MMP1,Negative modulator,Inhibitor,['CHEMBL']
4044,Small molecule,2.0,MMP13,Negative modulator,Inhibitor,['CHEMBL']
4044,Small molecule,2.0,MMP14,Negative modulator,Inhibitor,['CHEMBL']
4044,Small molecule,2.0,MMP2,Negative modulator,Inhibitor,['CHEMBL']
4044,Small molecule,2.0,MMP8,Negative modulator,Inhibitor,['CHEMBL']
4044,Small molecule,2.0,MMP9,Negative modulator,Inhibitor,['CHEMBL']
4045,Small molecule,4.0,PKLR,Positive modulator,Activator,['CHEMBL']
4046,Small molecule,2.0,TLR7,Negative modulator,Antagonist,['CHEMBL']
4046,Small molecule,2.0,TLR8,Negative modulator,Antagonist,['CHEMBL']
4047,Antibody drug conjugate,2.0,ERBB2,Other,Binding agent,['CHEMBL']
4047,Antibody drug conjugate,2.0,TUBA1A,Negative modulator,Inhibitor,['CHEMBL']
4047,Antibody drug conjugate,2.0,TUBA1B,Negative modulator,Inhibitor,['CHEMBL']
4047,Antibody drug conjugate,2.0,TUBA1C,Negative modulator,Inhibitor,['CHEMBL']
4047,Antibody drug conjugate,2.0,TUBA3C,Negative modulator,Inhibitor,['CHEMBL']
4047,Antibody drug conjugate,2.0,TUBA3E,Negative modulator,Inhibitor,['CHEMBL']
4047,Antibody drug conjugate,2.0,TUBA4A,Negative modulator,Inhibitor,['CHEMBL']
4047,Antibody drug conjugate,2.0,TUBB,Negative modulator,Inhibitor,['CHEMBL']
4047,Antibody drug conjugate,2.0,TUBB1,Negative modulator,Inhibitor,['CHEMBL']
4047,Antibody drug conjugate,2.0,TUBB2A,Negative modulator,Inhibitor,['CHEMBL']
4047,Antibody drug conjugate,2.0,TUBB2B,Negative modulator,Inhibitor,['CHEMBL']
4047,Antibody drug conjugate,2.0,TUBB3,Negative modulator,Inhibitor,['CHEMBL']
4047,Antibody drug conjugate,2.0,TUBB4A,Negative modulator,Inhibitor,['CHEMBL']
4047,Antibody drug conjugate,2.0,TUBB4B,Negative modulator,Inhibitor,['CHEMBL']
4047,Antibody drug conjugate,2.0,TUBB6,Negative modulator,Inhibitor,['CHEMBL']
4047,Antibody drug conjugate,2.0,TUBB8,Negative modulator,Inhibitor,['CHEMBL']
4048,Small molecule,4.0,IMPDH1,Negative modulator,Inhibitor,['CHEMBL']
4048,Small molecule,4.0,IMPDH2,Negative modulator,Inhibitor,['CHEMBL']
4049,Small molecule,3.0,ABCC8,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
4049,Small molecule,3.0,KCNJ11,Negative modulator,Blocker,['CHEMBL']
4050,Protein,4.0,VWF,Other,Gene or protein replacement,['CHEMBL']
4051,Small molecule,4.0,GABRA1,Positive modulator,Positive allosteric modulator,['CHEMBL' 'DrugBank']
4051,Small molecule,4.0,GABRA2,Positive modulator,Positive allosteric modulator,['CHEMBL']
4051,Small molecule,4.0,GABRA3,Positive modulator,Positive allosteric modulator,['CHEMBL']
4051,Small molecule,4.0,GABRA4,Positive modulator,Positive allosteric modulator,['CHEMBL']
4051,Small molecule,4.0,GABRA5,Positive modulator,Positive allosteric modulator,['CHEMBL']
4051,Small molecule,4.0,GABRA6,Positive modulator,Positive allosteric modulator,['CHEMBL']
4051,Small molecule,4.0,GABRB1,Positive modulator,Positive allosteric modulator,['CHEMBL']
4051,Small molecule,4.0,GABRB2,Positive modulator,Positive allosteric modulator,['CHEMBL']
4051,Small molecule,4.0,GABRB3,Positive modulator,Positive allosteric modulator,['CHEMBL']
4051,Small molecule,4.0,GABRD,Positive modulator,Positive allosteric modulator,['CHEMBL']
4051,Small molecule,4.0,GABRE,Positive modulator,Positive allosteric modulator,['CHEMBL']
4051,Small molecule,4.0,GABRG1,Positive modulator,Positive allosteric modulator,['CHEMBL']
4051,Small molecule,4.0,GABRG2,Positive modulator,Positive allosteric modulator,['CHEMBL']
4051,Small molecule,4.0,GABRG3,Positive modulator,Positive allosteric modulator,['CHEMBL']
4051,Small molecule,4.0,GABRP,Positive modulator,Positive allosteric modulator,['CHEMBL']
4051,Small molecule,4.0,GABRQ,Positive modulator,Positive allosteric modulator,['CHEMBL']
4052,Small molecule,2.0,PARP1,Negative modulator,Inhibitor,['CHEMBL']
4052,Small molecule,2.0,PARP2,Negative modulator,Inhibitor,['CHEMBL']
4052,Small molecule,2.0,PARP3,Negative modulator,Inhibitor,['CHEMBL']
4053,Unknown,2.0,CD274,Negative modulator,Inhibitor,['CHEMBL']
4054,Antibody,2.0,CSF2,Negative modulator,Antagonist,['CHEMBL']
4055,Gene,3.0,CSF2,Other,Other specified,['CHEMBL']
4056,Antibody,2.0,LILRA4,Negative modulator,Inhibitor,['CHEMBL']
4057,Unknown,2.0,LAG3,Other,Other specified,['CHEMBL']
4058,Small molecule,2.0,CHRNA7,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
4059,Unknown,2.0,CHRNA7,Negative modulator,Negative allosteric modulator,['CHEMBL']
4060,Small molecule,2.0,TOP1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4061,Unknown,2.0,PTH1R,Positive modulator,Agonist,['CHEMBL']
4062,Small molecule,3.0,SSTR2,Positive modulator,Agonist,['CHEMBL']
4063,Small molecule,3.0,TRHR,Positive modulator,Agonist,['CHEMBL']
4064,Antibody,3.0,ERBB2,Negative modulator,Inhibitor,['CHEMBL']
4065,Small molecule,2.0,ITGA4,Negative modulator,Inhibitor,['CHEMBL']
4066,Small molecule,2.0,CSF1R,Negative modulator,Inhibitor,['CHEMBL']
4066,Small molecule,2.0,KIT,Negative modulator,Inhibitor,['CHEMBL']
4066,Small molecule,2.0,PDGFRA,Negative modulator,Inhibitor,['CHEMBL']
4066,Small molecule,2.0,PDGFRB,Negative modulator,Inhibitor,['CHEMBL']
4067,Protein,4.0,GHR,Positive modulator,Agonist,['CHEMBL']
4068,Small molecule,3.0,REN,Negative modulator,Inhibitor,['CHEMBL']
4069,Protein,3.0,F9,Other,Gene or protein replacement,['CHEMBL']
4070,Small molecule,2.0,KDR,Negative modulator,Inhibitor,['CHEMBL']
4071,Small molecule,3.0,UGCG,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4072,Small molecule,2.0,PARP1,Negative modulator,Inhibitor,['CHEMBL']
4073,Small molecule,2.0,PARP1,Negative modulator,Inhibitor,['CHEMBL']
4073,Small molecule,2.0,PARP2,Negative modulator,Inhibitor,['CHEMBL']
4074,Unknown,2.0,EGFR,Negative modulator,Inhibitor,['CHEMBL']
4074,Unknown,2.0,MET,Negative modulator,Inhibitor,['CHEMBL']
4075,Antibody,3.0,FGFR2,Negative modulator,Antagonist,['CHEMBL']
4076,Unknown,2.0,SLC10A1,Negative modulator,Inhibitor,['CHEMBL']
4077,Small molecule,2.0,WEE1,Negative modulator,Inhibitor,['CHEMBL']
4078,Small molecule,2.0,NTRK1,Negative modulator,Inhibitor,['CHEMBL']
4078,Small molecule,2.0,NTRK2,Negative modulator,Inhibitor,['CHEMBL']
4078,Small molecule,2.0,NTRK3,Negative modulator,Inhibitor,['CHEMBL']
4078,Small molecule,2.0,ROS1,Negative modulator,Inhibitor,['CHEMBL']
4079,Small molecule,3.0,SLC22A12,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4080,Unknown,4.0,VWF,Other,Gene or protein replacement,['CHEMBL']
4081,Small molecule,2.0,HTR4,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
4082,Small molecule,2.0,NR1H2,Positive modulator,Agonist,['CHEMBL']
4082,Small molecule,2.0,NR1H3,Positive modulator,Agonist,['CHEMBL']
4083,Small molecule,2.0,LOXL2,Negative modulator,Inhibitor,['CHEMBL']
4084,Protein,2.0,CD47,Negative modulator,Inhibitor,['CHEMBL']
4085,Unknown,2.0,MARCKS,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4087,Small molecule,2.0,TOP1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4088,Small molecule,4.0,HRH1,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
4089,Unknown,2.0,NR3C1,Other,Modulator,['CHEMBL']
4089,Unknown,2.0,TNF,Other,Binding agent,['CHEMBL']
4090,Small molecule,4.0,DRD2,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4091,Antibody,2.0,EGFR,Negative modulator,Inhibitor,['CHEMBL']
4092,Small molecule,3.0,MPL,Positive modulator,Agonist,['CHEMBL']
4093,Small molecule,2.0,DHODH,Negative modulator,Inhibitor,['CHEMBL']
4094,Protein,3.0,INSR,Positive modulator,Agonist,['CHEMBL']
4095,Protein,4.0,INSR,Positive modulator,Agonist,['CHEMBL']
4096,Small molecule,2.0,GCK,Positive modulator,Activator,['CHEMBL' 'DrugBank']
4097,Small molecule,2.0,CFTR,Positive modulator,Positive modulator,['CHEMBL']
4098,Small molecule,2.0,PDE10A,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4099,Protein,2.0,IL10RB,Positive modulator,Agonist,['CHEMBL']
4099,Protein,2.0,IL22RA1,Positive modulator,Agonist,['CHEMBL']
4100,Small molecule,3.0,BTK,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4101,Small molecule,2.0,NOX1,Negative modulator,Inhibitor,['CHEMBL']
4101,Small molecule,2.0,NOX4,Negative modulator,Inhibitor,['CHEMBL']
4102,Antibody,2.0,FCGRT,Negative modulator,Antagonist,['CHEMBL']
4103,Protein,2.0,GUCY2C,Positive modulator,Agonist,['CHEMBL']
4104,Small molecule,2.0,ADRB2,Positive modulator,Agonist,['CHEMBL']
4105,Unknown,2.0,EGR1,Negative modulator,Inhibitor,['CHEMBL']
4106,Peptide,4.0,CSF2RB,Positive modulator,Agonist,['CHEMBL']
4106,Peptide,4.0,EPOR,Positive modulator,Agonist,['CHEMBL' 'DrugBank' 'GTP']
4107,Small molecule,4.0,CACNA1A,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNA1B,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNA1C,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNA1D,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNA1E,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNA1F,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNA1G,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNA1H,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNA1I,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNA1S,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNA2D1,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNA2D2,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNA2D3,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNA2D4,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNB1,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNB2,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNB3,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNB4,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNG1,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNG2,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNG3,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNG4,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNG5,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNG6,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNG7,Negative modulator,Blocker,['CHEMBL']
4107,Small molecule,4.0,CACNG8,Negative modulator,Blocker,['CHEMBL']
4108,Small molecule,2.0,ACACA,Negative modulator,Inhibitor,['CHEMBL']
4108,Small molecule,2.0,ACACB,Negative modulator,Inhibitor,['CHEMBL']
4109,Protein,3.0,GAS6,Negative modulator,Inhibitor,['CHEMBL']
4110,Small molecule,2.0,ADAMTS5,Negative modulator,Inhibitor,['CHEMBL']
4111,Protein,2.0,GLP1R,Positive modulator,Agonist,['CHEMBL']
4112,Small molecule,4.0,HRH1,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
4113,Small molecule,2.0,PDE5A,Negative modulator,Inhibitor,['CHEMBL']
4114,Protein,4.0,CCKAR,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
4115,Small molecule,4.0,HTR1A,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
4116,Small molecule,4.0,ACHE,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4117,Small molecule,4.0,ELANE,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank' 'GTP']
